13432,1192,379,232,1414,1316,564,366,1436,1
7493,1470,254,231,1246,571,385,242,556,0
13524,1946,561,338,1869,1161,328,242,1150,0
23005,1630,391,368,1535,2282,2531,688,2499,1
19304,962,485,226,754,960,994,241,1248,0
17864,1729,505,485,1623,2255,605,258,2313,0
19223,2520,826,304,2210,767,387,235,738,2
9005,1447,334,251,1072,1213,582,318,1139,0
6618,2255,605,258,2313,1470,254,231,1246,0
5545,1192,379,232,1414,571,385,242,556,1
13655,767,387,235,738,1213,582,318,1139,1
39278,960,994,241,1248,1262,597,346,1564,1
16040,2282,2531,688,2499,962,485,226,754,0
12875,1946,561,338,1869,2520,826,304,2210,0
13225,1447,334,251,1072,1316,564,366,1436,1
20425,1630,391,368,1535,1729,505,485,1623,0
8027,1161,328,242,1150,1217,747,274,1612,1
7278,1470,254,231,1246,1447,334,251,1072,0
31684,1217,747,274,1612,1192,379,232,1414,1
17000,571,385,242,556,2282,2531,688,2499,2
14621,1729,505,485,1623,767,387,235,738,2
20873,962,485,226,754,1630,391,368,1535,2
14289,1262,597,346,1564,1161,328,242,1150,0
24920,1213,582,318,1139,1946,561,338,1869,0
16961,1316,564,366,1436,2255,605,258,2313,1
24032,2520,826,304,2210,960,994,241,1248,0
10569,1192,379,232,1414,1213,582,318,1139,1
41487,960,994,241,1248,1316,564,366,1436,1
12616,1161,328,242,1150,1470,254,231,1246,1
12454,2255,605,258,2313,571,385,242,556,0
50195,2282,2531,688,2499,1217,747,274,1612,0
20144,1630,391,368,1535,2520,826,304,2210,2
30353,1946,561,338,1869,1262,597,346,1564,2
16089,1447,334,251,1072,1729,505,485,1623,1
18205,767,387,235,738,962,485,226,754,1
14392,2255,605,258,2313,1946,561,338,1869,0
10387,767,387,235,738,1447,334,251,1072,1
18609,1161,328,242,1150,2520,826,304,2210,0
34236,1262,597,346,1564,2282,2531,688,2499,2
11355,1470,254,231,1246,1729,505,485,1623,1
38611,960,994,241,1248,1630,391,368,1535,0
15410,1213,582,318,1139,571,385,242,556,0
10145,1192,379,232,1414,962,485,226,754,1
17261,1316,564,366,1436,1217,747,274,1612,1
11306,1630,391,368,1535,2255,605,258,2313,0
11992,1946,561,338,1869,1316,564,366,1436,0
34417,2282,2531,688,2499,960,994,241,1248,0
18533,1217,747,274,1612,767,387,235,738,0
12115,571,385,242,556,1262,597,346,1564,0
11291,1447,334,251,1072,1161,328,242,1150,2
17826,1729,505,485,1623,1192,379,232,1414,0
18864,962,485,226,754,1213,582,318,1139,2
11623,2520,826,304,2210,1470,254,231,1246,1
9076,1470,254,231,1246,1630,391,368,1535,1
14052,1262,597,346,1564,1192,379,232,1414,1
14227,571,385,242,556,1946,561,338,1869,2
17738,767,387,235,738,1316,564,366,1436,1
40466,960,994,241,1248,962,485,226,754,2
16177,1213,582,318,1139,1217,747,274,1612,0
23386,1161,328,242,1150,2282,2531,688,2499,1
8886,1447,334,251,1072,2520,826,304,2210,1
17556,2255,605,258,2313,1729,505,485,1623,2
11433,1316,564,366,1436,1630,391,368,1535,1
9457,1262,597,346,1564,2255,605,258,2313,0
9249,1213,582,318,1139,1447,334,251,1072,0
13979,1729,505,485,1623,960,994,241,1248,0
4873,1470,254,231,1246,767,387,235,738,2
21041,1217,747,274,1612,1161,328,242,1150,1
9513,1192,379,232,1414,1946,561,338,1869,0
27843,962,485,226,754,2282,2531,688,2499,0
12384,2520,826,304,2210,571,385,242,556,0
22769,2520,826,304,2210,1630,391,368,1535,1
9299,1192,379,232,1414,2255,605,258,2313,2
21382,1217,747,274,1612,571,385,242,556,1
11471,1946,561,338,1869,960,994,241,1248,0
13463,1316,564,366,1436,1213,582,318,1139,1
20463,1729,505,485,1623,1161,328,242,1150,0
26841,962,485,226,754,767,387,235,738,2
9142,1262,597,346,1564,1447,334,251,1072,0
35059,1470,254,231,1246,2282,2531,688,2499,1
8440,1447,334,251,1072,1217,747,274,1612,0
25384,962,485,226,754,1729,505,485,1623,1
20800,1213,582,318,1139,1262,597,346,1564,1
9308,2255,605,258,2313,960,994,241,1248,0
39123,2282,2531,688,2499,1192,379,232,1414,0
19036,1161,328,242,1150,1316,564,366,1436,0
12519,767,387,235,738,2520,826,304,2210,1
15482,1630,391,368,1535,1946,561,338,1869,1
10150,571,385,242,556,1470,254,231,1246,0
12654,767,387,235,738,1161,328,242,1150,0
48378,2282,2531,688,2499,1213,582,318,1139,0
21665,2520,826,304,2210,2255,605,258,2313,0
11218,1946,561,338,1869,962,485,226,754,1
10265,1192,379,232,1414,1470,254,231,1246,0
10857,1316,564,366,1436,1447,334,251,1072,0
17544,1729,505,485,1623,1630,391,368,1535,0
17398,1262,597,346,1564,1217,747,274,1612,0
40422,960,994,241,1248,571,385,242,556,0
24136,1217,747,274,1612,960,994,241,1248,1
12029,1630,391,368,1535,1192,379,232,1414,2
25435,2520,826,304,2210,1946,561,338,1869,1
16492,1447,334,251,1072,2282,2531,688,2499,1
10609,1316,564,366,1436,962,485,226,754,0
8223,1470,254,231,1246,2255,605,258,2313,1
15186,1161,328,242,1150,1262,597,346,1564,2
15462,571,385,242,556,1729,505,485,1623,0
10807,1213,582,318,1139,767,387,235,738,0
5237,1447,334,251,1072,1470,254,231,1246,2
35603,960,994,241,1248,2520,826,304,2210,0
10840,2255,605,258,2313,1217,747,274,1612,1
10282,1630,391,368,1535,962,485,226,754,0
12181,767,387,235,738,1262,597,346,1564,0
48952,2282,2531,688,2499,1316,564,366,1436,0
21066,1946,561,338,1869,1729,505,485,1623,0
7013,1161,328,242,1150,1213,582,318,1139,2
10222,571,385,242,556,1192,379,232,1414,0
9888,2255,605,258,2313,1213,582,318,1139,2
16281,1729,505,485,1623,2520,826,304,2210,2
12843,962,485,226,754,1161,328,242,1150,2
15315,1262,597,346,1564,1316,564,366,1436,1
36272,960,994,241,1248,1447,334,251,1072,2
11490,1946,561,338,1869,1470,254,231,1246,0
14383,1630,391,368,1535,571,385,242,556,0
17541,2282,2531,688,2499,767,387,235,738,0
11689,1192,379,232,1414,1217,747,274,1612,0
9747,571,385,242,556,2255,605,258,2313,0
24333,2520,826,304,2210,1262,597,346,1564,0
8491,1447,334,251,1072,962,485,226,754,2
12863,1316,564,366,1436,1470,254,231,1246,1
13244,1213,582,318,1139,960,994,241,1248,2
16445,767,387,235,738,1946,561,338,1869,0
50134,2282,2531,688,2499,1630,391,368,1535,2
36161,1217,747,274,1612,1729,505,485,1623,0
7897,1161,328,242,1150,1192,379,232,1414,0
10074,1470,254,231,1246,1217,747,274,1612,1
18534,2255,605,258,2313,1316,564,366,1436,0
10505,1630,391,368,1535,1447,334,251,1072,0
9852,571,385,242,556,1161,328,242,1150,1
38203,960,994,241,1248,767,387,235,738,1
16162,1192,379,232,1414,2520,826,304,2210,0
16162,1946,561,338,1869,2282,2531,688,2499,0
19170,1729,505,485,1623,1213,582,318,1139,0
28690,962,485,226,754,1262,597,346,1564,0
11286,1316,564,366,1436,960,994,241,1248,1
7873,1161,328,242,1150,1946,561,338,1869,1
52582,2282,2531,688,2499,2520,826,304,2210,0
23251,1217,747,274,1612,1630,391,368,1535,0
9079,1213,582,318,1139,1470,254,231,1246,2
5566,1447,334,251,1072,571,385,242,556,2
14663,1262,597,346,1564,1729,505,485,1623,0
11505,767,387,235,738,1192,379,232,1414,1
19273,962,485,226,754,2255,605,258,2313,1
12094,1470,254,231,1246,1262,597,346,1564,1
12871,1630,391,368,1535,767,387,235,738,0
9156,571,385,242,556,962,485,226,754,0
14406,1946,561,338,1869,1217,747,274,1612,0
32109,2255,605,258,2313,2282,2531,688,2499,0
8182,1192,379,232,1414,1447,334,251,1072,0
20258,2520,826,304,2210,1213,582,318,1139,1
40393,960,994,241,1248,1161,328,242,1150,2
16950,1729,505,485,1623,1316,564,366,1436,0
12178,1262,597,346,1564,960,994,241,1248,0
15841,962,485,226,754,1470,254,231,1246,1
12049,1316,564,366,1436,1192,379,232,1414,1
57781,2282,2531,688,2499,571,385,242,556,0
23553,1217,747,274,1612,2520,826,304,2210,1
12172,1213,582,318,1139,1630,391,368,1535,0
13785,1447,334,251,1072,1946,561,338,1869,1
8737,1161,328,242,1150,2255,605,258,2313,2
20187,767,387,235,738,1729,505,485,1623,2
17518,1630,391,368,1535,1262,597,346,1564,0
24895,2520,826,304,2210,962,485,226,754,1
37711,1946,561,338,1869,1213,582,318,1139,0
10707,2255,605,258,2313,767,387,235,738,0
11214,1192,379,232,1414,960,994,241,1248,0
41528,1217,747,274,1612,2282,2531,688,2499,2
15069,571,385,242,556,1316,564,366,1436,1
9285,1470,254,231,1246,1161,328,242,1150,0
16768,1729,505,485,1623,1447,334,251,1072,0
17175,1316,564,366,1436,2520,826,304,2210,1
16433,1262,597,346,1564,1946,561,338,1869,0
62241,2282,2531,688,2499,1729,505,485,1623,0
33993,960,994,241,1248,1470,254,231,1246,1
13581,1213,582,318,1139,1192,379,232,1414,0
9110,1447,334,251,1072,2255,605,258,2313,1
9278,1161,328,242,1150,1630,391,368,1535,1
14703,767,387,235,738,571,385,242,556,2
20854,962,485,226,754,1217,747,274,1612,1
25257,1243,778,278,1680,1193,438,285,1236,1
24466,2626,837,293,1961,768,436,276,741,0
20039,968,492,248,1283,977,906,277,1374,2
20295,1683,524,385,1693,1667,636,503,1736,0
18333,1317,577,338,1263,660,329,243,1317,0
57188,2384,3008,835,2841,647,471,274,862,0
18355,1437,534,488,1927,1960,305,248,1384,0
10960,1930,411,258,1693,2127,524,277,1575,0
18410,2247,626,272,1770,1347,568,267,1310,0
11791,768,436,276,741,2247,626,272,1770,1
12891,1193,438,285,1236,1930,411,258,1693,2
11452,2127,524,277,1575,968,492,248,1283,0
17023,1960,305,248,1384,1243,778,278,1680,1
13737,647,471,274,862,2626,837,293,1961,0
15373,1347,568,267,1310,1317,577,338,1263,1
18406,1667,636,503,1736,1437,534,488,1927,1
40524,977,906,277,1374,2384,3008,835,2841,2
14664,660,329,243,1317,1683,524,385,1693,2
16870,968,492,248,1283,1960,305,248,1384,0
39494,2384,3008,835,2841,768,436,276,741,0
11460,1317,577,338,1263,1930,411,258,1693,1
14814,1347,568,267,1310,1667,636,503,1736,2
16657,2626,837,293,1961,660,329,243,1317,1
14123,1437,534,488,1927,1193,438,285,1236,0
18621,1683,524,385,1693,647,471,274,862,0
11620,2247,626,272,1770,977,906,277,1374,0
27046,1243,778,278,1680,2127,524,277,1575,1
31500,977,906,277,1374,1683,524,385,1693,0
13064,768,436,276,741,1437,534,488,1927,1
12379,2127,524,277,1575,1347,568,267,1310,0
7737,1960,305,248,1384,1317,577,338,1263,1
9337,1193,438,285,1236,2626,837,293,1961,1
10793,1930,411,258,1693,1243,778,278,1680,0
10518,660,329,243,1317,1667,636,503,1736,2
10225,647,471,274,862,2247,626,272,1770,1
27163,968,492,248,1283,2384,3008,835,2841,2
8373,768,436,276,741,660,329,243,1317,0
16825,2247,626,272,1770,1193,438,285,1236,1
18587,1437,534,488,1927,1683,524,385,1693,2
21092,1243,778,278,1680,977,906,277,1374,1
10234,1667,636,503,1736,1960,305,248,1384,2
18960,2626,837,293,1961,1930,411,258,1693,1
45025,2384,3008,835,2841,2127,524,277,1575,0
15584,1347,568,267,1310,647,471,274,862,0
13225,1317,577,338,1263,968,492,248,1283,0
6584,1960,305,248,1384,2247,626,272,1770,0
19367,647,471,274,862,1667,636,503,1736,1
7181,1193,438,285,1236,768,436,276,741,2
10983,660,329,243,1317,1347,568,267,1310,0
32686,977,906,277,1374,1437,534,488,1927,0
11864,2127,524,277,1575,2626,837,293,1961,0
21208,1683,524,385,1693,1317,577,338,1263,0
35013,1930,411,258,1693,2384,3008,835,2841,1
17431,968,492,248,1283,1243,778,278,1680,2
22168,1243,778,278,1680,647,471,274,862,0
50531,2384,3008,835,2841,1683,524,385,1693,1
9481,1347,568,267,1310,1960,305,248,1384,0
10363,2247,626,272,1770,660,329,243,1317,0
11437,768,436,276,741,1930,411,258,1693,0
12738,1317,577,338,1263,1667,636,503,1736,1
8326,1193,438,285,1236,977,906,277,1374,2
17219,2626,837,293,1961,968,492,248,1283,0
14495,1437,534,488,1927,2127,524,277,1575,0
15008,647,471,274,862,1317,577,338,1263,2
20806,968,492,248,1283,1437,534,488,1927,1
6628,1960,305,248,1384,768,436,276,741,1
9213,660,329,243,1317,1243,778,278,1680,2
11077,1930,411,258,1693,2247,626,272,1770,0
41283,977,906,277,1374,2626,837,293,1961,1
10131,2127,524,277,1575,1193,438,285,1236,0
21804,1683,524,385,1693,1347,568,267,1310,2
36146,1667,636,503,1736,2384,3008,835,2841,1
57440,2384,3008,835,2841,1347,568,267,1310,2
16279,768,436,276,741,647,471,274,862,0
14146,2247,626,272,1770,968,492,248,1283,1
22236,660,329,243,1317,1437,534,488,1927,2
13220,1193,438,285,1236,1960,305,248,1384,0
13481,1930,411,258,1693,977,906,277,1374,2
30436,1243,778,278,1680,1667,636,503,1736,1
33498,2626,837,293,1961,1683,524,385,1693,0
20318,1317,577,338,1263,2127,524,277,1575,0
20224,968,492,248,1283,1193,438,285,1236,1
4458,647,471,274,862,660,329,243,1317,1
39507,977,906,277,1374,768,436,276,741,0
18223,1437,534,488,1927,1317,577,338,1263,2
13344,1667,636,503,1736,2626,837,293,1961,2
33162,1960,305,248,1384,2384,3008,835,2841,2
23142,2127,524,277,1575,2247,626,272,1770,0
14983,1683,524,385,1693,1243,778,278,1680,0
11969,1347,568,267,1310,1930,411,258,1693,2
13636,1193,438,285,1236,647,471,274,862,1
19074,2626,837,293,1961,2247,626,272,1770,1
12197,1317,577,338,1263,977,906,277,1374,0
9374,1930,411,258,1693,968,492,248,1283,0
13259,1667,636,503,1736,2127,524,277,1575,0
21821,1243,778,278,1680,1347,568,267,1310,0
12686,768,436,276,741,1683,524,385,1693,1
7769,660,329,243,1317,1960,305,248,1384,2
55258,2384,3008,835,2841,1437,534,488,1927,2
13765,1437,534,488,1927,1930,411,258,1693,0
34347,2247,626,272,1770,2384,3008,835,2841,1
38268,977,906,277,1374,1667,636,503,1736,2
15371,968,492,248,1283,1683,524,385,1693,0
9466,1960,305,248,1384,647,471,274,862,0
10983,1347,568,267,1310,1193,438,285,1236,1
12422,768,436,276,741,1317,577,338,1263,2
12149,2127,524,277,1575,660,329,243,1317,1
25811,2626,837,293,1961,1243,778,278,1680,1
4935,647,471,274,862,968,492,248,1283,0
9173,660,329,243,1317,1930,411,258,1693,0
22679,1243,778,278,1680,2247,626,272,1770,1
10081,1667,636,503,1736,768,436,276,741,0
14405,1347,568,267,1310,1437,534,488,1927,1
10514,1193,438,285,1236,1317,577,338,1263,0
14033,1683,524,385,1693,1960,305,248,1384,2
51829,2384,3008,835,2841,2626,837,293,1961,2
11734,2127,524,277,1575,977,906,277,1374,1
12730,1930,411,258,1693,1960,305,248,1384,2
19752,1437,534,488,1927,647,471,274,862,0
21804,968,492,248,1283,1667,636,503,1736,2
38667,977,906,277,1374,660,329,243,1317,0
23028,2626,837,293,1961,1347,568,267,1310,0
21190,2247,626,272,1770,1683,524,385,1693,2
11389,768,436,276,741,2127,524,277,1575,1
15322,1317,577,338,1263,1243,778,278,1680,1
13966,660,329,243,1317,968,492,248,1283,1
15244,1683,524,385,1693,1930,411,258,1693,2
15078,1317,577,338,1263,2626,837,293,1961,2
10524,1667,636,503,1736,1193,438,285,1236,0
20473,1437,534,488,1927,2247,626,272,1770,0
16795,1960,305,248,1384,977,906,277,1374,0
13605,647,471,274,862,2127,524,277,1575,1
13229,1347,568,267,1310,768,436,276,741,0
38439,1243,778,278,1680,2384,3008,835,2841,1
13956,2626,837,293,1961,1437,534,488,1927,2
36182,977,906,277,1374,647,471,274,862,0
9416,2247,626,272,1770,1317,577,338,1263,1
10273,1930,411,258,1693,1667,636,503,1736,1
17264,1243,778,278,1680,768,436,276,741,0
9292,2127,524,277,1575,1960,305,248,1384,2
6037,1193,438,285,1236,1683,524,385,1693,2
16709,2384,3008,835,2841,660,329,243,1317,0
15508,968,492,248,1283,1347,568,267,1310,1
20300,1317,577,338,1263,2384,3008,835,2841,1
16614,1683,524,385,1693,2127,524,277,1575,1
15069,1347,568,267,1310,977,906,277,1374,1
7232,647,471,274,862,1930,411,258,1693,1
15640,1437,534,488,1927,1243,778,278,1680,0
11298,768,436,276,741,968,492,248,1283,0
10362,660,329,243,1317,1193,438,285,1236,0
10051,1960,305,248,1384,2626,837,293,1961,2
14317,1667,636,503,1736,2247,626,272,1770,0
10264,2247,626,272,1770,768,436,276,741,2
43117,647,471,274,862,1347,568,267,1310,1
15712,1667,636,503,1736,1243,778,278,1680,1
10049,1960,305,248,1384,1437,534,488,1927,1
40858,977,906,277,1374,1193,438,285,1236,0
11489,1930,411,258,1693,1317,577,338,1263,1
17299,1683,524,385,1693,660,329,243,1317,0
35072,2127,524,277,1575,2384,3008,835,2841,1
20315,968,492,248,1283,2626,837,293,1961,1
38682,2384,3008,835,2841,1193,438,285,1236,0
53916,2626,837,293,1961,647,471,274,862,0
47359,2384,3008,835,2841,1930,411,258,1693,2
15047,1317,577,338,1263,1960,305,248,1384,2
18112,1437,534,488,1927,977,906,277,1374,0
16070,1347,568,267,1310,1683,524,385,1693,1
20689,1243,778,278,1680,968,492,248,1283,1
12624,660,329,243,1317,2127,524,277,1575,0
12595,1193,438,285,1236,2247,626,272,1770,1
14316,768,436,276,741,1667,636,503,1736,1
6440,1960,305,248,1384,660,329,243,1317,1
18095,1683,524,385,1693,2626,837,293,1961,1
42015,977,906,277,1374,2247,626,272,1770,0
19600,1667,636,503,1736,1347,568,267,1310,0
5606,647,471,274,862,768,436,276,741,1
20982,1437,534,488,1927,2384,3008,835,2841,1
10636,1930,411,258,1693,1193,438,285,1236,0
14854,2127,524,277,1575,1243,778,278,1680,0
20391,968,492,248,1283,1317,577,338,1263,1
10402,1193,438,285,1236,968,492,248,1283,0
25373,1243,778,278,1680,1930,411,258,1693,1
36756,768,436,276,741,2384,3008,835,2841,1
16718,1347,568,267,1310,2127,524,277,1575,0
19073,1317,577,338,1263,1683,524,385,1693,0
15703,2247,626,272,1770,2626,837,293,1961,1
8426,647,471,274,862,1437,534,488,1927,2
13889,1960,305,248,1384,1667,636,503,1736,1
9116,660,329,243,1317,977,906,277,1374,1
19789,1683,524,385,1693,1437,534,488,1927,0
12757,2127,524,277,1575,768,436,276,741,0
10804,2247,626,272,1770,1960,305,248,1384,0
46951,2384,3008,835,2841,1243,778,278,1680,0
15957,1667,636,503,1736,647,471,274,862,0
10801,1930,411,258,1693,1347,568,267,1310,0
17910,968,492,248,1283,660,329,243,1317,0
39912,977,906,277,1374,1317,577,338,1263,1
19007,2626,837,293,1961,1193,438,285,1236,2
10447,1347,568,267,1310,968,492,248,1283,0
10828,2626,837,293,1961,2127,524,277,1575,0
14167,1317,577,338,1263,647,471,274,862,0
20067,660,329,243,1317,2384,3008,835,2841,1
6149,1960,305,248,1384,1930,411,258,1693,2
9038,768,436,276,741,977,906,277,1374,1
16152,1437,534,488,1927,1667,636,503,1736,0
7122,1193,438,285,1236,1243,778,278,1680,1
13185,1683,524,385,1693,2247,626,272,1770,2
49810,2384,3008,835,2841,1960,305,248,1384,1
14856,1667,636,503,1736,1683,524,385,1693,0
23968,1243,778,278,1680,660,329,243,1317,0
33678,2127,524,277,1575,1317,577,338,1263,1
6341,647,471,274,862,1193,438,285,1236,1
40488,977,906,277,1374,1347,568,267,1310,1
18425,2247,626,272,1770,1437,534,488,1927,1
23569,1930,411,258,1693,2626,837,293,1961,0
14830,968,492,248,1283,768,436,276,741,0
22675,1193,438,285,1236,2384,3008,835,2841,1
18108,1317,577,338,1263,768,436,276,741,0
13272,1347,568,267,1310,660,329,243,1317,0
15535,1683,524,385,1693,968,492,248,1283,2
13949,2247,626,272,1770,1667,636,503,1736,0
8432,1960,305,248,1384,2127,524,277,1575,1
13835,647,471,274,862,1243,778,278,1680,1
40574,977,906,277,1374,1930,411,258,1693,1
19419,1437,534,488,1927,2626,837,293,1961,1
21371,968,492,248,1283,647,471,274,862,0
8449,1960,305,248,1384,1347,568,267,1310,1
7793,660,329,243,1317,2247,626,272,1770,0
11606,768,436,276,741,1193,438,285,1236,0
48166,2626,837,293,1961,2384,3008,835,2841,1
14812,1667,636,503,1736,977,906,277,1374,0
30363,1243,778,278,1680,1317,577,338,1263,0
15797,2127,524,277,1575,1437,534,488,1927,2
10648,1930,411,258,1693,1683,524,385,1693,0
7553,2247,626,272,1770,1930,411,258,1693,0
10752,2127,524,277,1575,647,471,274,862,0
12923,2626,837,293,1961,1960,305,248,1384,1
9097,660,329,243,1317,1317,577,338,1263,0
12163,1437,534,488,1927,968,492,248,1283,0
13492,1193,438,285,1236,1667,636,503,1736,1
13438,1683,524,385,1693,768,436,276,741,2
47755,2384,3008,835,2841,977,906,277,1374,0
15346,1347,568,267,1310,1243,778,278,1680,0
10503,1667,636,503,1736,660,329,243,1317,0
9363,1193,438,285,1236,2127,524,277,1575,1
21939,1243,778,278,1680,2626,837,293,1961,0
38507,977,906,277,1374,1960,305,248,1384,0
10640,1930,411,258,1693,1437,534,488,1927,1
14037,768,436,276,741,1347,568,267,1310,1
14831,1317,577,338,1263,2247,626,272,1770,0
14208,647,471,274,862,1683,524,385,1693,1
18511,2384,3008,835,2841,968,492,248,1283,0
11038,1960,305,248,1384,1193,438,285,1236,0
25961,2127,524,277,1575,1667,636,503,1736,1
14440,1683,524,385,1693,977,906,277,1374,0
12318,660,329,243,1317,647,471,274,862,0
25082,2626,837,293,1961,1317,577,338,1263,1
16756,1347,568,267,1310,2384,3008,835,2841,1
14671,968,492,248,1283,1930,411,258,1693,0
16071,1437,534,488,1927,768,436,276,741,0
18025,2247,626,272,1770,1243,778,278,1680,1
9680,1193,438,285,1236,1347,568,267,1310,2
4114,647,471,274,862,1960,305,248,1384,1
8947,1930,411,258,1693,660,329,243,1317,1
34446,977,906,277,1374,2127,524,277,1575,2
8036,1667,636,503,1736,968,492,248,1283,0
9056,768,436,276,741,2626,837,293,1961,2
15898,1317,577,338,1263,1437,534,488,1927,0
30494,1243,778,278,1680,1683,524,385,1693,1
