score_win,score_lose,num,label
3,0,14432,1
0,3,14432,0
3,1,11696,1
1,3,11696,0
3,2,4521,1
2,3,4521,0
2,1,11773,1
1,2,11773,0
1,0,4727,1
0,1,4727,0
5,1,14291,1
1,5,14291,0
1,3,6820,0
3,1,6820,1
4,0,13307,1
0,4,13307,0
2,0,9270,1
0,2,9270,0
1,2,14495,0
2,1,14495,1
2,2,4351,1
2,2,4351,0
0,1,20354,0
1,0,20354,1
2,1,13750,1
1,2,13750,0
0,1,10471,0
1,0,10471,1
0,3,8036,0
3,0,8036,1
1,3,9285,0
3,1,9285,1
3,2,6430,1
2,3,6430,0
1,0,4411,1
0,1,4411,0
3,1,7781,1
1,3,7781,0
2,2,10122,1
2,2,10122,0
2,0,6858,1
0,2,6858,0
3,1,8604,1
1,3,8604,0
1,0,5785,1
0,1,5785,0
1,3,8261,0
3,1,8261,1
0,1,19258,0
1,0,19258,1
0,2,16164,0
2,0,16164,1
4,2,10498,1
2,4,10498,0
2,3,18816,0
3,2,18816,1
3,0,13757,1
0,3,13757,0
2,2,11631,1
2,2,11631,0
2,0,11226,1
0,2,11226,0
2,1,15114,1
1,2,15114,0
1,2,6039,0
2,1,6039,1
2,0,10384,1
0,2,10384,0
4,0,9272,1
0,4,9272,0
0,3,6166,0
3,0,6166,1
2,1,14429,1
1,2,14429,0
0,0,8598,1
0,0,8598,0
1,1,8941,1
1,1,8941,0
1,2,5266,0
2,1,5266,1
1,2,8546,0
2,1,8546,1
1,0,10863,1
0,1,10863,0
2,3,11924,0
3,2,11924,1
0,3,9733,0
3,0,9733,1
1,2,4631,0
2,1,4631,1
2,1,7078,1
1,2,7078,0
1,0,7563,1
0,1,7563,0
3,2,21935,1
2,3,21935,0
0,1,15389,0
1,0,15389,1
3,1,12152,1
1,3,12152,0
3,1,6157,1
1,3,6157,0
1,0,9055,1
0,1,9055,0
0,2,7676,0
2,0,7676,1
1,4,3296,0
4,1,3296,1
2,1,12158,1
1,2,12158,0
2,1,3854,1
1,2,3854,0
3,2,17231,1
2,3,17231,0
3,0,19247,1
0,3,19247,0
1,1,31056,1
1,1,31056,0
3,1,5664,1
1,3,5664,0
1,0,5526,1
0,1,5526,0
4,1,17114,1
1,4,17114,0
2,1,7125,1
1,2,7125,0
1,1,14701,1
1,1,14701,0
3,0,12308,1
0,3,12308,0
0,1,6339,0
1,0,6339,1
4,0,17373,1
0,4,17373,0
1,0,11715,1
0,1,11715,0
0,1,5739,0
1,0,5739,1
3,2,9211,1
2,3,9211,0
2,3,10092,0
3,2,10092,1
2,1,21084,1
1,2,21084,0
1,1,33892,1
1,1,33892,0
3,2,13109,1
2,3,13109,0
1,2,18876,0
2,1,18876,1
1,2,9095,0
2,1,9095,1
2,1,13639,1
1,2,13639,0
0,0,3671,1
0,0,3671,0
2,4,12285,0
4,2,12285,1
2,0,9516,1
0,2,9516,0
0,1,14482,0
1,0,14482,1
0,1,4355,0
1,0,4355,1
2,1,6575,1
1,2,6575,0
4,0,7238,1
0,4,7238,0
2,3,11298,0
3,2,11298,1
1,3,13171,0
3,1,13171,1
1,0,20622,1
0,1,20622,0
1,0,18977,1
0,1,18977,0
4,0,7978,1
0,4,7978,0
1,3,10750,0
3,1,10750,1
4,3,5024,1
3,4,5024,0
3,1,12641,1
1,3,12641,0
2,1,7024,1
1,2,7024,0
2,0,4114,1
0,2,4114,0
1,2,16278,0
2,1,16278,1
1,2,20794,0
2,1,20794,1
1,0,8091,1
0,1,8091,0
3,2,11471,1
2,3,11471,0
4,3,4831,1
3,4,4831,0
1,0,10382,1
0,1,10382,0
1,0,10245,1
0,1,10245,0
1,0,10718,1
0,1,10718,0
3,2,8458,1
2,3,8458,0
2,1,13235,1
1,2,13235,0
1,2,21543,0
2,1,21543,1
0,1,20908,0
1,0,20908,1
1,0,15064,1
0,1,15064,0
0,3,20876,0
3,0,20876,1
1,2,7629,0
2,1,7629,1
4,0,17195,1
0,4,17195,0
1,2,6948,0
2,1,6948,1
1,0,14312,1
0,1,14312,0
2,1,15809,1
1,2,15809,0
1,3,8140,0
3,1,8140,1
0,0,50399,1
0,0,50399,0
2,1,18285,1
1,2,18285,0
1,2,11359,0
2,1,11359,1
2,0,12274,1
0,2,12274,0
4,1,15246,1
1,4,15246,0
2,0,13125,1
0,2,13125,0
0,1,25341,0
1,0,25341,1
2,1,44030,1
1,2,44030,0
2,1,13272,1
1,2,13272,0
2,1,17385,1
1,2,17385,0
2,1,6276,1
1,2,6276,0
1,2,7555,0
2,1,7555,1
2,1,30930,1
1,2,30930,0
1,0,11093,1
0,1,11093,0
2,2,19183,1
2,2,19183,0
2,0,10070,1
0,2,10070,0
1,4,10663,0
4,1,10663,1
3,2,14576,1
2,3,14576,0
1,2,17099,0
2,1,17099,1
0,0,14790,1
0,0,14790,0
1,1,22367,1
1,1,22367,0
0,1,17932,0
1,0,17932,1
1,0,6694,1
0,1,6694,0
1,0,13753,1
0,1,13753,0
2,3,4307,0
3,2,4307,1
2,0,17631,1
0,2,17631,0
2,0,9289,1
0,2,9289,0
2,3,10307,0
3,2,10307,1
2,1,16003,1
1,2,16003,0
1,2,35221,0
2,1,35221,1
1,0,10775,1
0,1,10775,0
0,1,27392,0
1,0,27392,1
2,1,9341,1
1,2,9341,0
0,1,30759,0
1,0,30759,1
2,0,8260,1
0,2,8260,0
1,0,18164,1
0,1,18164,0
2,3,5161,0
3,2,5161,1
0,1,8732,0
1,0,8732,1
3,2,10576,1
2,3,10576,0
0,0,11742,1
0,0,11742,0
1,3,19967,0
3,1,19967,1
2,1,21361,1
1,2,21361,0
1,0,15288,1
0,1,15288,0
3,0,17009,1
0,3,17009,0
1,0,14153,1
0,1,14153,0
2,1,15029,1
1,2,15029,0
2,1,11433,1
1,2,11433,0
2,1,43637,1
1,2,43637,0
0,3,17543,0
3,0,17543,1
5,1,13144,1
1,5,13144,0
3,1,18365,1
1,3,18365,0
3,2,12213,1
2,3,12213,0
2,1,14047,1
1,2,14047,0
2,0,8303,1
0,2,8303,0
3,0,13987,1
0,3,13987,0
5,2,18664,1
2,5,18664,0
2,3,27930,0
3,2,27930,1
0,2,53125,0
2,0,53125,1
2,1,6142,1
1,2,6142,0
0,2,21265,0
2,0,21265,1
2,0,15869,1
0,2,15869,0
0,2,24657,0
2,0,24657,1
1,3,8015,0
3,1,8015,1
3,0,10622,1
0,3,10622,0
3,4,19740,0
4,3,19740,1
4,2,18759,1
2,4,18759,0
2,1,19920,1
1,2,19920,0
1,2,12366,0
2,1,12366,1
2,3,21285,0
3,2,21285,1
1,0,52959,1
0,1,52959,0
1,2,16392,0
2,1,16392,1
3,2,6874,1
2,3,6874,0
1,0,16402,1
0,1,16402,0
0,2,12291,0
2,0,12291,1
2,1,12979,1
1,2,12979,0
3,2,7061,1
2,3,7061,0
4,1,5923,1
1,4,5923,0
0,2,16607,0
2,0,16607,1
3,2,36365,1
2,3,36365,0
1,2,13792,0
2,1,13792,1
1,2,19186,0
2,1,19186,1
2,2,19525,1
2,2,19525,0
1,0,9168,1
0,1,9168,0
0,1,17788,0
1,0,17788,1
0,2,14600,0
2,0,14600,1
1,0,17817,1
0,1,17817,0
3,4,7104,0
4,3,7104,1
2,1,10924,1
1,2,10924,0
0,2,18241,0
2,0,18241,1
2,1,13046,1
1,2,13046,0
1,0,13797,1
0,1,13797,0
2,3,6619,0
3,2,6619,1
1,4,19805,0
4,1,19805,1
2,0,24218,1
0,2,24218,0
2,0,19277,1
0,2,19277,0
1,2,8538,0
2,1,8538,1
2,0,8152,1
0,2,8152,0
2,3,16728,0
3,2,16728,1
5,1,10372,1
1,5,10372,0
5,0,9149,1
0,5,9149,0
3,1,12022,1
1,3,12022,0
3,2,32215,1
2,3,32215,0
2,0,48521,1
0,2,48521,0
1,2,41593,0
2,1,41593,1
0,4,21281,0
4,0,21281,1
2,1,13526,1
1,2,13526,0
3,2,22798,1
2,3,22798,0
3,2,13359,1
2,3,13359,0
0,2,12106,0
2,0,12106,1
2,0,19255,1
0,2,19255,0
2,1,16032,1
1,2,16032,0
3,1,19978,1
1,3,19978,0
0,2,20553,0
2,0,20553,1
1,3,18129,0
3,1,18129,1
1,2,15093,0
2,1,15093,1
3,1,21598,1
1,3,21598,0
1,1,39319,1
1,1,39319,0
4,2,7585,1
2,4,7585,0
1,0,9021,1
0,1,9021,0
0,3,43335,0
3,0,43335,1
2,2,24287,1
2,2,24287,0
1,3,18630,0
3,1,18630,1
2,2,24539,1
2,2,24539,0
1,3,17371,0
3,1,17371,1
3,1,7952,1
1,3,7952,0
3,2,10793,1
2,3,10793,0
2,6,9256,0
6,2,9256,1
1,0,13316,1
0,1,13316,0
2,1,21848,1
1,2,21848,0
2,5,32975,0
5,2,32975,1
1,0,18314,1
0,1,18314,0
2,1,20345,1
1,2,20345,0
2,1,9775,1
1,2,9775,0
2,0,7154,1
0,2,7154,0
1,2,18690,0
2,1,18690,1
4,0,12581,1
0,4,12581,0
0,1,13118,0
1,0,13118,1
1,2,21078,0
2,1,21078,1
2,1,17418,1
1,2,17418,0
3,2,16247,1
2,3,16247,0
3,2,12104,1
2,3,12104,0
2,5,13046,0
5,2,13046,1
3,1,20096,1
1,3,20096,0
2,0,11897,1
0,2,11897,0
1,2,8069,0
2,1,8069,1
3,1,43506,1
1,3,43506,0
3,4,14113,0
4,3,14113,1
2,1,15758,1
1,2,15758,0
5,1,8654,1
1,5,8654,0
1,2,24024,0
2,1,24024,1
1,2,6175,0
2,1,6175,1
2,3,16551,0
3,2,16551,1
2,4,8748,0
4,2,8748,1
3,0,14793,1
0,3,14793,0
3,2,35725,1
2,3,35725,0
2,1,15043,1
1,2,15043,0
1,2,20185,0
2,1,20185,1
0,1,9183,0
1,0,9183,1
0,0,13703,1
0,0,13703,0
3,1,20003,1
1,3,20003,0
0,2,7123,0
2,0,7123,1
3,2,14268,1
2,3,14268,0
2,2,8823,1
2,2,8823,0
0,2,32849,0
2,0,32849,1
0,0,7507,1
0,0,7507,0
3,1,15164,1
1,3,15164,0
1,2,37971,0
2,1,37971,1
4,1,10272,1
1,4,10272,0
0,3,7745,0
3,0,7745,1
1,1,11102,1
1,1,11102,0
4,2,21396,1
2,4,21396,0
1,1,15107,1
1,1,15107,0
5,2,15112,1
2,5,15112,0
4,2,10160,1
2,4,10160,0
3,2,27103,1
2,3,27103,0
1,1,9094,1
1,1,9094,0
0,4,12985,0
4,0,12985,1
0,1,18023,0
1,0,18023,1
2,0,28255,1
0,2,28255,0
1,1,17112,1
1,1,17112,0
0,1,10803,0
1,0,10803,1
3,6,10493,0
6,3,10493,1
0,2,60553,0
2,0,60553,1
2,1,15457,1
1,2,15457,0
3,0,6705,1
0,3,6705,0
2,4,7623,0
4,2,7623,1
2,5,22734,0
5,2,22734,1
4,2,12443,1
2,4,12443,0
3,2,6375,1
2,3,6375,0
3,2,6235,1
2,3,6235,0
2,1,6037,1
1,2,6037,0
3,4,5710,0
4,3,5710,1
2,0,10166,1
0,2,10166,0
1,1,8294,1
1,1,8294,0
1,2,18917,0
2,1,18917,1
2,0,6826,1
0,2,6826,0
3,0,7231,1
0,3,7231,0
1,0,8657,1
0,1,8657,0
0,1,15034,0
1,0,15034,1
2,1,13415,1
1,2,13415,0
1,1,10129,1
1,1,10129,0
2,3,20118,0
3,2,20118,1
4,1,8033,1
1,4,8033,0
0,3,8558,0
3,0,8558,1
2,0,8714,1
0,2,8714,0
3,2,6063,1
2,3,6063,0
0,1,4014,0
1,0,4014,1
1,1,16172,1
1,1,16172,0
1,3,9289,0
3,1,9289,1
2,1,16808,1
1,2,16808,0
1,2,11092,0
2,1,11092,1
1,2,7739,0
2,1,7739,1
2,3,17002,0
3,2,17002,1
1,2,30236,0
2,1,30236,1
2,2,6456,1
2,2,6456,0
5,2,12552,1
2,5,12552,0
3,2,8474,1
2,3,8474,0
1,1,38639,1
1,1,38639,0
3,0,8877,1
0,3,8877,0
3,1,18105,1
1,3,18105,0
1,0,15253,1
0,1,15253,0
3,1,43686,1
1,3,43686,0
3,1,14592,1
1,3,14592,0
2,0,4473,1
0,2,4473,0
1,0,9146,1
0,1,9146,0
3,2,10606,1
2,3,10606,0
2,1,10071,1
1,2,10071,0
1,0,11998,1
0,1,11998,0
5,1,12128,1
1,5,12128,0
2,3,15449,0
3,2,15449,1
4,0,25038,1
0,4,25038,0
2,1,13441,1
1,2,13441,0
1,0,10819,1
0,1,10819,0
1,1,18279,1
1,1,18279,0
0,1,39156,0
1,0,39156,1
2,4,11449,0
4,2,11449,1
1,1,30813,1
1,1,30813,0
4,1,19423,1
1,4,19423,0
2,0,19886,1
0,2,19886,0
1,0,18026,1
0,1,18026,0
3,2,9090,1
2,3,9090,0
1,0,36052,1
0,1,36052,0
4,2,30651,1
2,4,30651,0
2,0,29763,1
0,2,29763,0
1,0,17637,1
0,1,17637,0
2,1,6270,1
1,2,6270,0
1,0,36060,1
0,1,36060,0
1,0,15070,1
0,1,15070,0
5,1,11299,1
1,5,11299,0
1,0,10126,1
0,1,10126,0
0,1,7236,0
1,0,7236,1
0,1,23675,0
1,0,23675,1
0,1,18144,0
1,0,18144,1
0,1,10071,0
1,0,10071,1
2,1,9042,1
1,2,9042,0
0,1,33018,0
1,0,33018,1
2,3,23152,0
3,2,23152,1
0,2,7694,0
2,0,7694,1
5,2,17308,1
2,5,17308,0
0,2,15379,0
2,0,15379,1
2,1,14380,1
1,2,14380,0
1,0,7231,1
0,1,7231,0
2,1,6481,1
1,2,6481,0
1,1,26217,1
1,1,26217,0
4,0,13268,1
0,4,13268,0
1,3,9875,0
3,1,9875,1
2,1,14111,1
1,2,14111,0
2,2,7838,1
2,2,7838,0
2,1,19115,1
1,2,19115,0
0,3,8936,0
3,0,8936,1
0,1,14144,0
1,0,14144,1
0,3,11279,0
3,0,11279,1
0,1,8349,0
1,0,8349,1
3,1,11266,1
1,3,11266,0
0,2,27313,0
2,0,27313,1
0,1,16419,0
1,0,16419,1
0,4,13634,0
4,0,13634,1
5,1,5775,1
1,5,5775,0
1,1,14747,1
1,1,14747,0
4,1,9161,1
1,4,9161,0
4,1,19058,1
1,4,19058,0
2,1,30408,1
1,2,30408,0
0,2,10867,0
2,0,10867,1
5,0,4883,1
0,5,4883,0
1,2,10203,0
2,1,10203,1
1,1,11184,1
1,1,11184,0
2,0,14225,1
0,2,14225,0
2,0,30388,1
0,2,30388,0
1,1,6695,1
1,1,6695,0
1,2,38159,0
2,1,38159,1
3,0,5789,1
0,3,5789,0
1,3,14128,0
3,1,14128,1
1,3,16765,0
3,1,16765,1
2,1,21050,1
1,2,21050,0
1,0,10109,1
0,1,10109,0
0,1,7678,0
1,0,7678,1
3,1,18919,1
1,3,18919,0
0,0,8009,1
0,0,8009,0
3,4,9340,0
4,3,9340,1
2,0,14762,1
0,2,14762,0
1,0,22841,1
0,1,22841,0
2,3,57902,0
3,2,57902,1
2,0,8872,1
0,2,8872,0
1,0,8810,1
0,1,8810,0
4,0,18655,1
0,4,18655,0
1,4,16879,0
4,1,16879,1
3,2,25085,1
2,3,25085,0
0,1,4773,0
1,0,4773,1
2,1,28054,1
1,2,28054,0
0,2,45925,0
2,0,45925,1
1,0,17874,1
0,1,17874,0
1,2,9381,0
2,1,9381,1
2,1,52073,1
1,2,52073,0
3,2,21621,1
2,3,21621,0
2,3,25528,0
3,2,25528,1
2,3,19205,0
3,2,19205,1
4,1,13221,1
1,4,13221,0
1,2,11177,0
2,1,11177,1
2,1,18088,1
1,2,18088,0
1,2,19588,0
2,1,19588,1
3,1,16752,1
1,3,16752,0
2,1,18406,1
1,2,18406,0
2,2,10750,1
2,2,10750,0
1,3,17793,0
3,1,17793,1
1,2,12661,0
2,1,12661,1
0,1,10405,0
1,0,10405,1
1,0,18450,1
0,1,18450,0
3,2,18331,1
2,3,18331,0
3,0,13176,1
0,3,13176,0
3,1,20326,1
1,3,20326,0
2,3,26815,0
3,2,26815,1
1,2,10075,0
2,1,10075,1
4,2,19491,1
2,4,19491,0
1,3,12191,0
3,1,12191,1
2,1,34471,1
1,2,34471,0
5,4,15645,1
4,5,15645,0
0,2,11241,0
2,0,11241,1
1,1,14522,1
1,1,14522,0
1,4,19472,0
4,1,19472,1
3,0,13389,1
0,3,13389,0
0,1,15222,0
1,0,15222,1
2,1,12258,1
1,2,12258,0
1,3,13627,0
3,1,13627,1
0,2,18415,0
2,0,18415,1
2,0,4628,1
0,2,4628,0
3,0,11515,1
0,3,11515,0
1,0,17193,1
0,1,17193,0
2,1,8747,1
1,2,8747,0
2,1,17554,1
1,2,17554,0
1,0,8424,1
0,1,8424,0
0,1,12032,0
1,0,12032,1
4,0,16723,1
0,4,16723,0
2,1,31929,1
1,2,31929,0
1,3,9690,0
3,1,9690,1
1,2,20001,0
2,1,20001,1
2,1,8154,1
1,2,8154,0
2,1,24765,1
1,2,24765,0
1,2,26393,0
2,1,26393,1
1,2,18271,0
2,1,18271,1
2,3,17436,0
3,2,17436,1
0,0,36125,1
0,0,36125,0
2,1,5112,1
1,2,5112,0
2,2,14128,1
2,2,14128,0
4,1,22712,1
1,4,22712,0
5,0,11326,1
0,5,11326,0
1,2,11321,0
2,1,11321,1
1,2,19497,0
2,1,19497,1
1,0,14253,1
0,1,14253,0
0,1,6310,0
1,0,6310,1
3,0,20345,1
0,3,20345,0
1,0,20646,1
0,1,20646,0
1,1,8813,1
1,1,8813,0
1,2,16927,0
2,1,16927,1
1,2,34011,0
2,1,34011,1
1,0,6637,1
0,1,6637,0
1,0,13184,1
0,1,13184,0
1,0,32983,1
0,1,32983,0
0,2,8041,0
2,0,8041,1
1,2,14650,0
2,1,14650,1
2,1,14927,1
1,2,14927,0
3,1,13568,1
1,3,13568,0
2,1,9687,1
1,2,9687,0
0,1,6836,0
1,0,6836,1
1,0,19184,1
0,1,19184,0
1,2,21517,0
2,1,21517,1
2,3,31812,0
3,2,31812,1
2,1,11857,1
1,2,11857,0
1,0,6130,1
0,1,6130,0
2,0,6639,1
0,2,6639,0
0,2,15186,0
2,0,15186,1
1,1,14499,1
1,1,14499,0
3,1,3287,1
1,3,3287,0
1,0,12947,1
0,1,12947,0
2,1,13640,1
1,2,13640,0
1,2,21435,0
2,1,21435,1
3,1,19082,1
1,3,19082,0
1,1,14740,1
1,1,14740,0
1,0,13384,1
0,1,13384,0
0,1,24104,0
1,0,24104,1
2,1,8480,1
1,2,8480,0
6,1,12849,1
1,6,12849,0
1,0,10276,1
0,1,10276,0
3,2,7610,1
2,3,7610,0
2,1,14554,1
1,2,14554,0
3,2,11736,1
2,3,11736,0
3,2,13680,1
2,3,13680,0
2,1,39406,1
1,2,39406,0
1,0,8782,1
0,1,8782,0
2,0,10090,1
0,2,10090,0
0,1,32416,0
1,0,32416,1
0,2,4002,0
2,0,4002,1
0,2,22809,0
2,0,22809,1
3,0,14119,1
0,3,14119,0
1,2,6724,0
2,1,6724,1
0,1,16682,0
1,0,16682,1
3,0,19327,1
0,3,19327,0
4,1,19317,1
1,4,19317,0
0,1,12236,0
1,0,12236,1
0,4,11921,0
4,0,11921,1
2,0,18824,1
0,2,18824,0
1,0,15232,1
0,1,15232,0
1,2,12849,0
2,1,12849,1
0,6,19130,0
6,0,19130,1
1,4,13936,0
4,1,13936,1
0,1,14311,0
1,0,14311,1
3,1,9184,1
1,3,9184,0
0,0,7896,1
0,0,7896,0
2,1,19763,1
1,2,19763,0
1,0,5677,1
0,1,5677,0
2,0,32574,1
0,2,32574,0
2,1,38340,1
1,2,38340,0
3,2,13024,1
2,3,13024,0
2,3,43092,0
3,2,43092,1
2,1,4989,1
1,2,4989,0
1,0,14295,1
0,1,14295,0
0,3,9497,0
3,0,9497,1
3,1,7763,1
1,3,7763,0
2,1,13686,1
1,2,13686,0
1,0,9875,1
0,1,9875,0
0,1,5535,0
1,0,5535,1
1,2,5955,0
2,1,5955,1
3,1,5526,1
1,3,5526,0
2,1,7192,1
1,2,7192,0
2,1,11258,1
1,2,11258,0
1,3,34115,0
3,1,34115,1
2,0,17930,1
0,2,17930,0
0,1,4479,0
1,0,4479,1
0,1,19953,0
1,0,19953,1
3,2,17428,1
2,3,17428,0
1,0,9034,1
0,1,9034,0
3,2,10943,1
2,3,10943,0
1,1,12199,1
1,1,12199,0
1,0,10464,1
0,1,10464,0
1,2,15686,0
2,1,15686,1
0,2,21932,0
2,0,21932,1
1,0,23387,1
0,1,23387,0
1,2,19210,0
2,1,19210,1
3,2,16533,1
2,3,16533,0
0,1,15829,0
1,0,15829,1
0,3,20369,0
3,0,20369,1
0,2,16984,0
2,0,16984,1
1,2,24375,0
2,1,24375,1
2,2,9348,1
2,2,9348,0
0,1,18049,0
1,0,18049,1
1,0,21759,1
0,1,21759,0
4,1,9213,1
1,4,9213,0
2,0,19424,1
0,2,19424,0
2,0,5235,1
0,2,5235,0
2,1,10545,1
1,2,10545,0
2,0,18404,1
0,2,18404,0
1,0,23157,1
0,1,23157,0
1,0,16883,1
0,1,16883,0
1,0,36151,1
0,1,36151,0
2,1,18380,1
1,2,18380,0
5,4,22131,1
4,5,22131,0
2,3,35617,0
3,2,35617,1
2,1,22834,1
1,2,22834,0
0,1,19377,0
1,0,19377,1
2,0,12126,1
0,2,12126,0
3,1,17726,1
1,3,17726,0
3,2,10624,1
2,3,10624,0
3,0,25837,1
0,3,25837,0
2,4,32930,0
4,2,32930,1
2,1,5439,1
1,2,5439,0
3,1,36330,1
1,3,36330,0
2,1,23172,1
1,2,23172,0
0,1,19006,0
1,0,19006,1
2,2,15548,1
2,2,15548,0
1,2,14464,0
2,1,14464,1
1,0,19174,1
0,1,19174,0
4,5,10445,0
5,4,10445,1
2,1,13222,1
1,2,13222,0
0,4,14783,0
4,0,14783,1
1,1,17153,1
1,1,17153,0
1,1,15459,1
1,1,15459,0
1,2,11070,0
2,1,11070,1
0,0,19430,1
0,0,19430,0
0,2,17246,0
2,0,17246,1
3,2,17051,1
2,3,17051,0
0,0,9109,1
0,0,9109,0
0,3,16828,0
3,0,16828,1
1,0,13822,1
0,1,13822,0
0,3,3452,0
3,0,3452,1
0,1,8262,0
1,0,8262,1
3,1,19134,1
1,3,19134,0
1,0,23429,1
0,1,23429,0
1,2,6325,0
2,1,6325,1
3,3,4828,1
3,3,4828,0
2,0,18335,1
0,2,18335,0
0,2,32528,0
2,0,32528,1
1,0,16931,1
0,1,16931,0
1,1,18383,1
1,1,18383,0
3,2,7205,1
2,3,7205,0
1,0,12368,1
0,1,12368,0
0,2,18774,0
2,0,18774,1
1,0,11215,1
0,1,11215,0
1,1,8570,1
1,1,8570,0
0,3,9078,0
3,0,9078,1
6,4,10283,1
4,6,10283,0
0,2,8165,0
2,0,8165,1
2,0,14960,1
0,2,14960,0
3,1,6539,1
1,3,6539,0
0,0,24438,1
0,0,24438,0
0,1,8373,0
1,0,8373,1
5,1,6806,1
1,5,6806,0
1,1,33443,1
1,1,33443,0
0,2,16248,0
2,0,16248,1
0,2,31276,0
2,0,31276,1
1,2,18721,0
2,1,18721,1
1,2,16146,0
2,1,16146,1
7,2,25303,1
2,7,25303,0
1,0,27532,1
0,1,27532,0
1,3,19189,0
3,1,19189,1
1,3,34066,0
3,1,34066,1
2,1,13086,1
1,2,13086,0
1,0,9779,1
0,1,9779,0
0,1,9025,0
1,0,9025,1
1,0,50289,1
0,1,50289,0
1,2,12029,0
2,1,12029,1
2,3,6009,0
3,2,6009,1
3,2,21991,1
2,3,21991,0
1,2,18295,0
2,1,18295,1
1,2,19224,0
2,1,19224,1
1,1,30420,1
1,1,30420,0
3,2,14112,1
2,3,14112,0
5,0,12819,1
0,5,12819,0
4,4,19013,1
4,4,19013,0
0,2,19420,0
2,0,19420,1
2,5,9275,0
5,2,9275,1
3,1,12006,1
1,3,12006,0
2,1,15509,1
1,2,15509,0
1,3,22931,0
3,1,22931,1
2,1,16963,1
1,2,16963,0
3,0,13557,1
0,3,13557,0
2,4,10294,0
4,2,10294,1
3,2,10971,1
2,3,10971,0
0,2,32478,0
2,0,32478,1
0,0,8219,1
0,0,8219,0
1,1,16382,1
1,1,16382,0
0,0,16511,1
0,0,16511,0
0,1,39483,0
1,0,39483,1
1,0,10897,1
0,1,10897,0
4,3,16229,1
3,4,16229,0
2,1,18805,1
1,2,18805,0
0,2,10718,0
2,0,10718,1
0,1,33679,0
1,0,33679,1
1,1,18028,1
1,1,18028,0
5,2,39684,1
2,5,39684,0
0,2,9231,0
2,0,9231,1
2,0,21742,1
0,2,21742,0
3,1,11650,1
1,3,11650,0
2,0,15463,1
0,2,15463,0
0,3,11658,0
3,0,11658,1
0,1,33524,0
1,0,33524,1
5,1,8971,1
1,5,8971,0
2,1,18151,1
1,2,18151,0
0,2,12362,0
2,0,12362,1
0,4,34823,0
4,0,34823,1
3,3,19184,1
3,3,19184,0
1,1,14708,1
1,1,14708,0
3,3,15468,1
3,3,15468,0
0,0,28496,1
0,0,28496,0
0,2,8809,0
2,0,8809,1
1,4,14173,0
4,1,14173,1
1,1,14326,1
1,1,14326,0
2,2,16519,1
2,2,16519,0
0,8,9056,0
8,0,9056,1
0,1,22968,0
1,0,22968,1
3,2,31965,1
2,3,31965,0
1,4,12405,0
4,1,12405,1
1,2,14713,0
2,1,14713,1
3,0,16179,1
0,3,16179,0
0,1,20754,0
1,0,20754,1
1,0,20246,1
0,1,20246,0
1,2,19235,0
2,1,19235,1
2,3,17933,0
3,2,17933,1
2,1,11057,1
1,2,11057,0
0,0,23513,1
0,0,23513,0
1,2,29757,0
2,1,29757,1
3,0,59728,1
0,3,59728,0
1,0,16310,1
0,1,16310,0
3,1,16614,1
1,3,16614,0
2,1,16061,1
1,2,16061,0
1,0,18277,1
0,1,18277,0
3,1,38965,1
1,3,38965,0
2,1,6580,1
1,2,6580,0
2,2,15181,1
2,2,15181,0
2,2,10590,1
2,2,10590,0
1,0,9158,1
0,1,9158,0
0,1,8765,0
1,0,8765,1
2,1,6747,1
1,2,6747,0
0,1,9391,0
1,0,9391,1
3,2,12605,1
2,3,12605,0
1,1,24567,1
1,1,24567,0
1,0,35313,1
0,1,35313,0
0,0,9586,1
0,0,9586,0
1,1,32085,1
1,1,32085,0
1,1,19325,1
1,1,19325,0
1,0,14045,1
0,1,14045,0
2,0,18767,1
0,2,18767,0
3,1,16012,1
1,3,16012,0
4,2,9458,1
2,4,9458,0
1,3,14149,0
3,1,14149,1
4,1,35109,1
1,4,35109,0
1,1,10132,1
1,1,10132,0
1,0,11847,1
0,1,11847,0
2,2,11472,1
2,2,11472,0
1,2,9019,0
2,1,9019,1
1,0,16151,1
0,1,16151,0
0,3,18974,0
3,0,18974,1
4,1,9336,1
1,4,9336,0
2,1,11367,1
1,2,11367,0
0,0,18124,1
0,0,18124,0
2,3,17680,0
3,2,17680,1
0,3,37978,0
3,0,37978,1
0,0,8033,1
0,0,8033,0
0,3,12423,0
3,0,12423,1
2,3,17576,0
3,2,17576,1
0,0,18095,1
0,0,18095,0
2,2,20436,1
2,2,20436,0
2,2,30199,1
2,2,30199,0
1,1,12979,1
1,1,12979,0
4,2,12169,1
2,4,12169,0
1,1,15214,1
1,1,15214,0
1,3,19638,0
3,1,19638,1
1,1,5406,1
1,1,5406,0
2,2,18696,1
2,2,18696,0
2,2,6054,1
2,2,6054,0
1,2,7229,0
2,1,7229,1
5,1,17284,1
1,5,17284,0
2,2,18730,1
2,2,18730,0
1,1,10051,1
1,1,10051,0
1,2,33880,0
2,1,33880,1
3,1,13810,1
1,3,13810,0
0,0,13069,1
0,0,13069,0
1,1,15591,1
1,1,15591,0
1,0,8898,1
0,1,8898,0
2,2,7836,1
2,2,7836,0
1,1,7135,1
1,1,7135,0
2,2,17631,1
2,2,17631,0
1,6,30383,0
6,1,30383,1
1,1,12684,1
1,1,12684,0
2,1,6788,1
1,2,6788,0
