2006,304,16.06666667,20916,1729,505,485,1623,2282,2531,688,2499,1
2006,305,13,14277,571,385,242,556,1213,582,318,1139,0
2006,305,13.58333333,22531,1217,747,274,1612,962,485,226,754,2
2006,305,14.06666667,28564,1946,561,338,1869,767,387,235,738,1
2006,305,14.06666667,17199,2255,605,258,2313,1161,328,242,1150,3
2006,305,15,17444,1630,391,368,1535,960,994,241,1248,6
2006,305,15.05,13085,1470,254,231,1246,1316,564,366,1436,4
2006,305,15.1,17564,1192,379,232,1414,1262,597,346,1564,3
2006,305,15.58333333,23607,2520,826,304,2210,1447,334,251,1072,4
2006,311,14.06666667,56512,2282,2531,688,2499,1946,561,338,1869,3
2006,311,15.03333333,11896,1316,564,366,1436,571,385,242,556,2
2006,311,15.06666667,40266,960,994,241,1248,1217,747,274,1612,2
2006,311,15.06666667,13054,1213,582,318,1139,2255,605,258,2313,2
2006,311,16.05,22454,1262,597,346,1564,2520,826,304,2210,0
2006,311,16.1,7921,1447,334,251,1072,1630,391,368,1535,2
2006,311,19.06666667,12040,767,387,235,738,1470,254,231,1246,1
2006,312,14.1,17043,962,485,226,754,1192,379,232,1414,1
2006,312,15.1,30561,1161,328,242,1150,1729,505,485,1623,1
2006,318,14.05,10560,1946,561,338,1869,1447,334,251,1072,1
2006,318,14.06666667,19011,1217,747,274,1612,1213,582,318,1139,0
2006,318,14.08333333,16742,1192,379,232,1414,2282,2531,688,2499,1
2006,318,15.01666667,9368,1470,254,231,1246,960,994,241,1248,1
2006,318,15.06666667,9082,571,385,242,556,1630,391,368,1535,1
2006,318,15.55,22651,2255,605,258,2313,1262,597,346,1564,0
2006,318,16.06666667,8567,1316,564,366,1436,767,387,235,738,2
2006,318,16.08333333,19307,2520,826,304,2210,1161,328,242,1150,3
2006,318,19.06666667,8388,1729,505,485,1623,962,485,226,754,1
2006,321,14.06666667,14815,1262,597,346,1564,571,385,242,556,3
2006,321,14.06666667,8585,767,387,235,738,2255,605,258,2313,0
