2019,222,19.55,42221,1707,677,479,2406,7405,1260,376,6923,1
2019,223,14.05,18382,810,760,360,2582,4071,1221,376,3973,0
2019,223,14.05,14084,1582,547,766,1931,1937,702,376,1729,1
2019,223,14.05,23113,2143,1042,406,2958,2419,1104,405,2736,0
2019,223,14.06666667,18567,1165,615,360,1296,3841,2300,468,3228,0
2019,223,15.05,19463,2303,996,775,2936,726,472,362,860,1
2019,223,15.06666667,14469,1877,531,500,1995,1145,695,371,1430,1
2019,223,15.06666667,27064,1863,1247,379,2434,2263,1266,384,2684,2
2019,223,16.05,13249,1129,438,324,1263,1440,779,585,1698,2
2019,301,19.05,23927,2143,1042,406,2958,2303,996,775,2936,1
2019,301,19.05,7741,1582,547,766,1931,1877,531,500,1995,0
2019,302,13.05,22751,2263,1266,384,2684,1165,615,360,1296,2
2019,302,14.05,16710,1937,702,376,1729,1863,1247,379,2434,2
2019,302,14.05,19861,4071,1221,376,3973,1707,677,479,2406,2
2019,302,15.05,25172,7405,1260,376,6923,810,760,360,2582,1
2019,302,16.05,12878,1129,438,324,1263,2419,1104,405,2736,2
2019,302,16.06666667,41109,3841,2300,468,3228,1440,779,585,1698,0
2019,302,16.08333333,13329,726,472,362,860,1145,695,371,1430,0
2019,309,14.05,22692,1440,779,585,1698,1937,702,376,1729,5
2019,309,14.06666667,18922,1145,695,371,1430,3841,2300,468,3228,0
2019,309,15.05,26865,1863,1247,379,2434,4071,1221,376,3973,2
2019,309,15.06666667,12345,1877,531,500,1995,726,472,362,860,1
2019,309,16.05,12044,1707,677,479,2406,1582,547,766,1931,0
2019,309,16.05,16659,2303,996,775,2936,1129,438,324,1263,1
2019,310,14.05,27937,2419,1104,405,2736,810,760,360,2582,2
2019,310,14.05,36216,2263,1266,384,2684,2143,1042,406,2958,2
2019,310,14.08333333,19503,1165,615,360,1296,7405,1260,376,6923,1
2019,317,13.05,14624,810,760,360,2582,1877,531,500,1995,1
2019,317,13.55,25656,2419,1104,405,2736,4071,1221,376,3973,1
2019,317,14.05,22542,7405,1260,376,6923,1937,702,376,1729,1
2019,317,14.05,23002,1440,779,585,1698,2303,996,775,2936,1
2019,317,15.05,13131,1582,547,766,1931,1145,695,371,1430,1
2019,317,15.05,23982,2143,1042,406,2958,1863,1247,379,2434,0
2019,317,15.05,21022,1707,677,479,2406,3841,2300,468,3228,1
2019,317,16.05,11848,726,472,362,860,2263,1266,384,2684,2
2019,317,17.05,9290,1129,438,324,1263,1165,615,360,1296,2
2019,329,19.55,20688,2263,1266,384,2684,810,760,360,2582,0
2019,330,14.05,31083,4071,1221,376,3973,1440,779,585,1698,4
2019,330,14.05,10931,1165,615,360,1296,1707,677,479,2406,0
2019,330,14.06666667,39055,3841,2300,468,3228,2419,1104,405,2736,1
2019,330,15.05,13111,1877,531,500,1995,2303,996,775,2936,1
2019,330,17.05,37076,1863,1247,379,2434,7405,1260,376,6923,3
2019,330,19.05,11443,726,472,362,860,1582,547,766,1931,0
2019,331,14.05,18563,1145,695,371,1430,2143,1042,406,2958,0
2019,331,14.05,17169,1937,702,376,1729,1129,438,324,1263,1
2019,405,19.05,14163,2303,996,775,2936,4071,1221,376,3973,2
2019,405,19.05,21494,2143,1042,406,2958,1707,677,479,2406,1
2019,405,19.55,32555,3841,2300,468,3228,2263,1266,384,2684,0
2019,406,13.05,13852,1440,779,585,1698,726,472,362,860,1
2019,406,14.01666667,11235,1165,615,360,1296,810,760,360,2582,3
2019,406,14.05,13331,1582,547,766,1931,1863,1247,379,2434,3
2019,406,14.05,22302,2419,1104,405,2736,1937,702,376,1729,2
2019,406,16.05,13282,1129,438,324,1263,1877,531,500,1995,0
2019,406,19.06666667,18831,1145,695,371,1430,7405,1260,376,6923,2
2019,413,15.05,15125,1707,677,479,2406,1440,779,585,1698,0
2019,413,19.05,22667,2263,1266,384,2684,4071,1221,376,3973,1
2019,414,14.05,38414,2419,1104,405,2736,2303,996,775,2936,3
2019,414,14.05,14463,810,760,360,2582,2143,1042,406,2958,0
2019,414,15.05,31144,1877,531,500,1995,1937,702,376,1729,1
2019,414,16.05,17708,7405,1260,376,6923,1582,547,766,1931,2
2019,414,16.05,11477,726,472,362,860,1165,615,360,1296,2
2019,414,16.05,27870,1863,1247,379,2434,3841,2300,468,3228,0
2019,414,17.05,10417,1129,438,324,1263,1145,695,371,1430,1
2019,419,19.05,15827,1582,547,766,1931,2419,1104,405,2736,0
2019,419,19.05,19556,2143,1042,406,2958,1129,438,324,1263,2
2019,420,13.05,54599,3841,2300,468,3228,7405,1260,376,6923,1
2019,420,13.05,15674,1440,779,585,1698,2263,1266,384,2684,3
2019,420,14.05,28585,4071,1221,376,3973,1877,531,500,1995,1
2019,420,14.06666667,16367,1145,695,371,1430,810,760,360,2582,1
2019,420,15.05,11028,1937,702,376,1729,1707,677,479,2406,1
2019,420,15.05,16844,2303,996,775,2936,1165,615,360,1296,1
2019,420,16.05,17727,1863,1247,379,2434,726,472,362,860,1
2019,427,14.06666667,19910,1707,677,479,2406,726,472,362,860,0
2019,428,13.05,16004,1165,615,360,1296,1863,1247,379,2434,2
2019,428,13.05,38561,2263,1266,384,2684,2303,996,775,2936,2
2019,428,14.05,25929,7405,1260,376,6923,2143,1042,406,2958,1
2019,428,14.05,13280,810,760,360,2582,1129,438,324,1263,0
2019,428,14.05,36412,2419,1104,405,2736,1145,695,371,1430,2
2019,428,15.05,40000,4071,1221,376,3973,1582,547,766,1931,1
2019,428,15.05,13904,1877,531,500,1995,1440,779,585,1698,1
2019,428,16.05,18246,1937,702,376,1729,3841,2300,468,3228,0
2019,503,14.05,23559,1582,547,766,1931,2263,1266,384,2684,0
2019,503,14.06666667,53361,3841,2300,468,3228,1877,531,500,1995,0
2019,503,15.05,31182,2303,996,775,2936,1937,702,376,1729,3
2019,503,15.05,25789,2143,1042,406,2958,1165,615,360,1296,3
2019,504,14.05,18397,1145,695,371,1430,1707,677,479,2406,0
2019,504,14.05,34591,1440,779,585,1698,7405,1260,376,6923,2
2019,504,16.05,33905,1863,1247,379,2434,2419,1104,405,2736,0
2019,504,16.05,24516,726,472,362,860,810,760,360,2582,2
2019,504,16.05,14221,1129,438,324,1263,4071,1221,376,3973,1
2019,511,14.05,14789,810,760,360,2582,1863,1247,379,2434,3
2019,511,15.06666667,14934,1707,677,479,2406,2263,1266,384,2684,3
2019,512,13.06666667,16646,1145,695,371,1430,1440,779,585,1698,0
2019,512,13.16666667,12180,1165,615,360,1296,1582,547,766,1931,2
2019,512,14.05,31075,2419,1104,405,2736,1877,531,500,1995,1
2019,512,14.05,14125,1937,702,376,1729,2143,1042,406,2958,0
2019,512,14.05,20119,7405,1260,376,6923,2303,996,775,2936,0
2019,512,15.05,30839,4071,1221,376,3973,3841,2300,468,3228,2
2019,512,16.05,11550,1129,438,324,1263,726,472,362,860,0
2019,517,19.05,10293,1582,547,766,1931,810,760,360,2582,0
2019,517,19.05,24821,2143,1042,406,2958,4071,1221,376,3973,1
2019,517,19.55,23221,3841,2300,468,3228,1129,438,324,1263,2
2019,518,14.05,12864,1877,531,500,1995,1165,615,360,1296,2
2019,518,14.05,44210,2263,1266,384,2684,7405,1260,376,6923,4
2019,518,14.05,24772,2419,1104,405,2736,1440,779,585,1698,2
2019,518,15.05,20700,2303,996,775,2936,1145,695,371,1430,5
2019,518,16.05,11563,726,472,362,860,1937,702,376,1729,1
